10 2
1 1 5.905359882217624
1 2 -0.5307170671136856
2 1 -13.300083841331878
2 2 3.7353492299531417
1 3 0.18643483255028293
2 4 0.10484154501275944
3 3 -6.737208432721459
3 4 6.20086211325074
4 3 9.799042338955385
4 4 -6.792503281256336
3 5 0.12416566613144454
4 6 0.023142303934529606
3 1 0.04956035775296086
3 2 0.08069891631382817
4 1 0.0680751398002128
4 2 0.2242711831039516
5 5 -8.523603279700964
5 6 1.9724770921553434
6 5 12.179358889938369
6 6 -1.0586492720785747
5 7 0.24141397269984088
6 8 0.09458958892814269
5 3 0.2541565232180405
5 4 0.197583555210593
6 3 0.08722246768918059
6 4 0.1846586172202011
7 7 -3.7590490670800274
7 8 13.699532254655733
8 7 2.2894299640489093
8 8 -4.3532604510466655
7 9 0.02526649525427291
8 10 0.07915996309526767
7 5 0.22389980470051174
7 6 0.10369548323699275
8 5 0.14614747796047586
8 6 0.19327895408723716
9 9 1.2167685654901195
9 10 -1.9789257970219483
10 9 -1.5054867485645669
10 10 14.776225383967745
9 7 0.15221289178442207
9 8 0.09265101755772594
10 7 0.06642730533420084
10 8 0.22266293598390965
